ADDRESS,total_tx_count,avg_gas_used,unique_tx_partners_out,unique_tx_partners_in,total_value_sent,avg_tx_value_sent,max_tx_value_sent,total_tx_fee,avg_tx_fee,max_tx_fee,num_tx_sent,total_value_received,avg_tx_value_received,max_tx_value_received,num_tx_received,avg_time_between_tx_overall,min_time_between_tx_overall,max_time_between_tx_overall,avg_time_between_outgoing_tx,activity_duration_seconds,ratio_sent_received_value,ratio_sent_received_count,total_activity_types,total_interactions
0x34aA3F359A9D614239015126635CE7732c18fDF3,4376,142655.9163619744,771,80,1643.5004286534877,0.3889941842966835,60.33570804648656,36.67007132841724,0.008379815203020393,0.4413098091083043,4225,252.38836059087123,1.5204118107883808,21.657522380000003,166,58509.03177142857,0.0,7598579.0,60600.577888257576,255977014,6.5117916880392475,25.451807228915662,1,4376
